nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,  total-pressure
        74, 7.400035651E-03, 2.973270212E-03, 2.067033036E-04, 1.000000442E+07
        75, 7.317661583E-03, 3.170608209E-03, 2.067033696E-04, 1.000000671E+07
        76, 7.230029976E-03, 3.365655209E-03, 2.067034581E-04, 1.000000892E+07
        77, 7.187389726E-03, 3.456118249E-03, 2.067037065E-04, 1.000001013E+07
        78, 7.143295662E-03, 3.545873242E-03, 2.067040789E-04, 1.000001108E+07
        79, 7.098574292E-03, 3.635319425E-03, 2.067036597E-04, 1.000001193E+07
        80, 7.052091935E-03, 3.723864163E-03, 2.067041366E-04, 1.000001258E+07
        81, 7.005312093E-03, 3.812254141E-03, 2.067035137E-04, 1.000001300E+07
        82, 6.956474326E-03, 3.899523593E-03, 2.067042696E-04, 1.000001316E+07
        83, 6.907636324E-03, 3.986793464E-03, 2.067034581E-04, 1.000001308E+07
        84, 6.856701340E-03, 4.072407724E-03, 2.067039566E-04, 1.000001275E+07
        85, 6.805737541E-03, 4.158009948E-03, 2.067030776E-04, 1.000001213E+07
        86, 6.752854484E-03, 4.242436492E-03, 2.067039347E-04, 1.000001126E+07
        87, 6.699617470E-03, 4.326641312E-03, 2.067032770E-04, 1.000001029E+07
        88, 6.644810176E-03, 4.409839029E-03, 2.067034394E-04, 1.000000914E+07
        89, 6.589336176E-03, 4.492591015E-03, 2.067034805E-04, 1.000000787E+07
        90, 6.532635235E-03, 4.574508117E-03, 2.067034581E-04, 1.000000643E+07
        91, 6.407920900E-03, 4.748311360E-03, 2.067034899E-04, 1.000000423E+07
        92, 6.277935364E-03, 4.918215446E-03, 2.067035566E-04, 1.000000228E+07
        93, 6.143757764E-03, 5.084825434E-03, 2.067034846E-04, 1.000000095E+07
        94, 6.005167081E-03, 5.247765272E-03, 2.067031670E-04, 1.000000020E+07
        95, 5.862412652E-03, 5.407062313E-03, 2.067033015E-04, 9.999999949E+06
        96, 5.715341928E-03, 5.562408916E-03, 2.067038160E-04, 1.000000002E+07
        97, 5.563228495E-03, 5.712813924E-03, 2.067028751E-04, 1.000000030E+07
        98, 5.408291724E-03, 5.860285859E-03, 2.067031914E-04, 1.000000077E+07
        99, 5.249591616E-03, 6.003730674E-03, 2.067037174E-04, 1.000000129E+07
       100, 5.086036188E-03, 6.141613821E-03, 2.067030015E-04, 1.000000175E+07
       101, 4.919597979E-03, 6.275972462E-03, 2.067026979E-04, 1.000000211E+07
       102, 4.750215414E-03, 6.406629102E-03, 2.067038640E-04, 1.000000240E+07
       103, 4.575972827E-03, 6.530748522E-03, 2.067034581E-04, 1.000000256E+07
       104, 4.494553432E-03, 6.588447272E-03, 2.067039596E-04, 1.000000259E+07
       105, 4.411100017E-03, 6.643159527E-03, 2.067034559E-04, 1.000000263E+07
       106, 4.327653478E-03, 6.697867275E-03, 2.067037099E-04, 1.000000267E+07
       107, 4.244175004E-03, 6.752541819E-03, 2.067037633E-04, 1.000000264E+07
       108, 4.158704979E-03, 6.804059120E-03, 2.067033654E-04, 1.000000259E+07
       109, 4.073254816E-03, 6.855564449E-03, 2.067034282E-04, 1.000000257E+07
       110, 3.987800954E-03, 6.907073669E-03, 2.067034589E-04, 1.000000256E+07
       111, 7.975600487E-03, 1.304464505E-10, 4.134069179E-04, 1.000000428E+07
       112, 7.973731509E-03, 9.916292538E-05, 4.134068767E-04, 1.000000429E+07
       113, 7.971862985E-03, 1.983197376E-04, 4.134068751E-04, 1.000000426E+07
       114, 7.969993978E-03, 2.975021567E-04, 4.134070834E-04, 1.000000421E+07
       115, 7.964484926E-03, 3.965450408E-04, 4.134069154E-04, 1.000000418E+07
       116, 7.958863616E-03, 4.955704579E-04, 4.134069184E-04, 1.000000410E+07
       117, 7.953241465E-03, 5.946107073E-04, 4.134068717E-04, 1.000000397E+07
       118, 7.944174334E-03, 6.933961935E-04, 4.134069162E-04, 1.000000383E+07
       119, 7.923905688E-03, 9.063114983E-04, 4.134068138E-04, 1.000000344E+07
       120, 7.895515743E-03, 1.118300013E-03, 4.134068727E-04, 1.000000285E+07
       121, 7.862546044E-03, 1.329608182E-03, 4.134068909E-04, 1.000000209E+07
       122, 7.825090298E-03, 1.540166801E-03, 4.134068565E-04, 1.000000123E+07
       123, 7.780227743E-03, 1.749261015E-03, 4.134069998E-04, 1.000000048E+07
       124, 7.730168291E-03, 1.957147256E-03, 4.134069293E-04, 9.999999909E+06
       125, 7.676116405E-03, 2.164057453E-03, 4.134067790E-04, 9.999999601E+06
       126, 7.615221236E-03, 2.369068248E-03, 4.134068936E-04, 9.999999683E+06
       127, 7.548760893E-03, 2.572330094E-03, 4.134069217E-04, 1.000000024E+07
       128, 7.477090105E-03, 2.773789067E-03, 4.134069224E-04, 1.000000138E+07
       129, 7.400038757E-03, 2.973262356E-03, 4.134069491E-04, 1.000000313E+07
       130, 7.317664971E-03, 3.170600265E-03, 4.134069056E-04, 1.000000544E+07
       131, 7.230033594E-03, 3.365647316E-03, 4.134069162E-04, 1.000000777E+07
       132, 7.187392882E-03, 3.456111825E-03, 4.134068989E-04, 1.000000910E+07
       133, 7.143298013E-03, 3.545868457E-03, 4.134068649E-04, 1.000001014E+07
       134, 7.098576068E-03, 3.635316043E-03, 4.134068995E-04, 1.000001099E+07
       135, 7.052092993E-03, 3.723862148E-03, 4.134068941E-04, 1.000001163E+07
       136, 7.005312579E-03, 3.812253272E-03, 4.134069152E-04, 1.000001203E+07
       137, 6.956474116E-03, 3.899523968E-03, 4.134069121E-04, 1.000001217E+07
       138, 6.907635541E-03, 3.986794863E-03, 4.134069162E-04, 1.000001205E+07
       139, 6.856700871E-03, 4.072408512E-03, 4.134069363E-04, 1.000001166E+07
       140, 6.805737165E-03, 4.158010579E-03, 4.134069110E-04, 1.000001103E+07
       141, 6.752854563E-03, 4.242436368E-03, 4.134069598E-04, 1.000001016E+07
       142, 6.699617558E-03, 4.326641172E-03, 4.134069085E-04, 1.000000912E+07
       143, 6.644810578E-03, 4.409838429E-03, 4.134069172E-04, 1.000000793E+07
       144, 6.589336853E-03, 4.492590005E-03, 4.134069213E-04, 1.000000667E+07
       145, 6.532636057E-03, 4.574506959E-03, 4.134069162E-04, 1.000000519E+07
       146, 6.407921909E-03, 4.748309996E-03, 4.134069083E-04, 1.000000284E+07
       147, 6.277936649E-03, 4.918213827E-03, 4.134069279E-04, 1.000000079E+07
       148, 6.143759281E-03, 5.084823622E-03, 4.134069229E-04, 9.999999424E+06
       149, 6.005168393E-03, 5.247763788E-03, 4.134068431E-04, 9.999998641E+06
       150, 5.862413253E-03, 5.407061664E-03, 4.134068827E-04, 9.999998315E+06
       151, 5.715342212E-03, 5.562408622E-03, 4.134070053E-04, 9.999998311E+06
       152, 5.563228655E-03, 5.712813768E-03, 4.134068555E-04, 9.999998595E+06
       153, 5.408291575E-03, 5.860285993E-03, 4.134068873E-04, 9.999999088E+06
       154, 5.249591308E-03, 6.003730953E-03, 4.134069343E-04, 9.999999668E+06
       155, 5.086035862E-03, 6.141614093E-03, 4.134068726E-04, 1.000000026E+07
       156, 4.919597416E-03, 6.275972896E-03, 4.134068674E-04, 1.000000074E+07
       157, 4.750214340E-03, 6.406629930E-03, 4.134069420E-04, 1.000000107E+07
       158, 4.575971551E-03, 6.530749430E-03, 4.134069162E-04, 1.000000125E+07
       159, 4.494552186E-03, 6.588448088E-03, 4.134068864E-04, 1.000000129E+07
       160, 4.411098627E-03, 6.643160438E-03, 4.134069175E-04, 1.000000134E+07
       161, 4.327652496E-03, 6.697867918E-03, 4.134068643E-04, 1.000000136E+07
       162, 4.244174272E-03, 6.752542260E-03, 4.134067558E-04, 1.000000135E+07
       163, 4.158704425E-03, 6.804059454E-03, 4.134069647E-04, 1.000000137E+07
       164, 4.073254543E-03, 6.855564614E-03, 4.134069231E-04, 1.000000137E+07
       165, 3.987801582E-03, 6.907074763E-03, 4.134069179E-04, 1.000000136E+07
       166, 7.975600483E-03, 1.256151004E-10, 6.201103768E-04, 1.000000433E+07
       167, 7.973731511E-03, 9.916284281E-05, 6.201103372E-04, 1.000000434E+07
       168, 7.971862975E-03, 1.983202494E-04, 6.201103372E-04, 1.000000430E+07
       169, 7.969993971E-03, 2.975025620E-04, 6.201105429E-04, 1.000000424E+07
       170, 7.964484887E-03, 3.965457399E-04, 6.201103736E-04, 1.000000418E+07
       171, 7.958863591E-03, 4.955709001E-04, 6.201103767E-04, 1.000000407E+07
       172, 7.953241448E-03, 5.946110058E-04, 6.201103298E-04, 1.000000390E+07
       173, 7.944174324E-03, 6.933962985E-04, 6.201103743E-04, 1.000000371E+07
       174, 7.923905750E-03, 9.063108476E-04, 6.201102715E-04, 1.000000323E+07
       175, 7.895515956E-03, 1.118298424E-03, 6.201103322E-04, 1.000000252E+07
       176, 7.862546523E-03, 1.329605429E-03, 6.201103520E-04, 1.000000163E+07
       177, 7.825091120E-03, 1.540162969E-03, 6.201103160E-04, 1.000000064E+07
       178, 7.780228760E-03, 1.749256275E-03, 6.201104583E-04, 9.999999770E+06
       179, 7.730169699E-03, 1.957141756E-03, 6.201103888E-04, 9.999999149E+06
       180, 7.676118257E-03, 2.164051017E-03, 6.201102400E-04, 9.999998867E+06
       181, 7.615223467E-03, 2.369061037E-03, 6.201103524E-04, 9.999999013E+06
       182, 7.548763511E-03, 2.572322281E-03, 6.201103792E-04, 9.999999638E+06
       183, 7.477092841E-03, 2.773781568E-03, 6.201103800E-04, 1.000000090E+07
       184, 7.400041788E-03, 2.973254689E-03, 6.201104063E-04, 1.000000284E+07
       185, 7.317668344E-03, 3.170592357E-03, 6.201103638E-04, 1.000000540E+07
       186, 7.230037213E-03, 3.365639423E-03, 6.201103743E-04, 1.000000799E+07
       187, 7.187396057E-03, 3.456105362E-03, 6.201103577E-04, 1.000000947E+07
       188, 7.143300412E-03, 3.545863573E-03, 6.201103243E-04, 1.000001063E+07
       189, 7.098577859E-03, 3.635312630E-03, 6.201103582E-04, 1.000001161E+07
       190, 7.052094097E-03, 3.723860044E-03, 6.201103524E-04, 1.000001234E+07
       191, 7.005313069E-03, 3.812252397E-03, 6.201103733E-04, 1.000001281E+07
       192, 6.956473956E-03, 3.899524254E-03, 6.201103702E-04, 1.000001297E+07
       193, 6.907634759E-03, 3.986796261E-03, 6.201103743E-04, 1.000001281E+07
       194, 6.856700311E-03, 4.072409453E-03, 6.201103948E-04, 1.000001234E+07
       195, 6.805736877E-03, 4.158011063E-03, 6.201103693E-04, 1.000001160E+07
       196, 6.752854507E-03, 4.242436455E-03, 6.201104175E-04, 1.000001061E+07
       197, 6.699617720E-03, 4.326640916E-03, 6.201103668E-04, 1.000000942E+07
       198, 6.644810996E-03, 4.409837805E-03, 6.201103751E-04, 1.000000806E+07
       199, 6.589337497E-03, 4.492589045E-03, 6.201103789E-04, 1.000000663E+07
       200, 6.532636879E-03, 4.574505800E-03, 6.201103743E-04, 1.000000495E+07
       201, 6.407922929E-03, 4.748308617E-03, 6.201103664E-04, 1.000000231E+07
       202, 6.277937951E-03, 4.918212185E-03, 6.201103857E-04, 1.000000002E+07
       203, 6.143760801E-03, 5.084821809E-03, 6.201103817E-04, 9.999998480E+06
       204, 6.005169674E-03, 5.247762339E-03, 6.201103062E-04, 9.999997563E+06
       205, 5.862413844E-03, 5.407061026E-03, 6.201103459E-04, 9.999997143E+06
       206, 5.715342523E-03, 5.562408299E-03, 6.201104650E-04, 9.999997068E+06
       207, 5.563228770E-03, 5.712813655E-03, 6.201103150E-04, 9.999997325E+06
       208, 5.408291407E-03, 5.860286145E-03, 6.201103465E-04, 9.999997851E+06
       209, 5.249591017E-03, 6.003731216E-03, 6.201103928E-04, 9.999998513E+06
       210, 5.086035507E-03, 6.141614389E-03, 6.201103311E-04, 9.999999200E+06
       211, 4.919596807E-03, 6.275973366E-03, 6.201103268E-04, 9.999999777E+06
       212, 4.750213291E-03, 6.406630739E-03, 6.201104011E-04, 1.000000019E+07
       213, 4.575970275E-03, 6.530750338E-03, 6.201103743E-04, 1.000000042E+07
       214, 4.494550792E-03, 6.588449003E-03, 6.201103435E-04, 1.000000049E+07
       215, 4.411097226E-03, 6.643161357E-03, 6.201103767E-04, 1.000000055E+07
       216, 4.327651379E-03, 6.697868651E-03, 6.201103272E-04, 1.000000059E+07
       217, 4.244173271E-03, 6.752542864E-03, 6.201102170E-04, 1.000000059E+07
       218, 4.158703996E-03, 6.804059713E-03, 6.201104236E-04, 1.000000061E+07
       219, 4.073254336E-03, 6.855564738E-03, 6.201103816E-04, 1.000000061E+07
       220, 3.987802209E-03, 6.907075857E-03, 6.201103768E-04, 1.000000060E+07
       221, 7.975600478E-03, 1.207837504E-10, 8.268138357E-04, 1.000000304E+07
       222, 7.973731512E-03, 9.916277001E-05, 8.268137976E-04, 1.000000304E+07
       223, 7.971862966E-03, 1.983207584E-04, 8.268137993E-04, 1.000000299E+07
       224, 7.969993963E-03, 2.975029596E-04, 8.268140025E-04, 1.000000292E+07
       225, 7.964484847E-03, 3.965464407E-04, 8.268138317E-04, 1.000000284E+07
       226, 7.958863566E-03, 4.955713412E-04, 8.268138350E-04, 1.000000269E+07
       227, 7.953241431E-03, 5.946113044E-04, 8.268137878E-04, 1.000000250E+07
       228, 7.944174314E-03, 6.933964035E-04, 8.268138324E-04, 1.000000227E+07
       229, 7.923905812E-03, 9.063101961E-04, 8.268137293E-04, 1.000000169E+07
       230, 7.895516169E-03, 1.118296839E-03, 8.268137917E-04, 1.000000088E+07
       231, 7.862547002E-03, 1.329602675E-03, 8.268138131E-04, 9.999999903E+06
       232, 7.825091943E-03, 1.540159136E-03, 8.268137756E-04, 9.999998851E+06
       233, 7.780229777E-03, 1.749251534E-03, 8.268139168E-04, 9.999997957E+06
       234, 7.730171107E-03, 1.957136258E-03, 8.268138484E-04, 9.999997320E+06
       235, 7.676120110E-03, 2.164044582E-03, 8.268137010E-04, 9.999997030E+06
       236, 7.615225701E-03, 2.369053822E-03, 8.268138111E-04, 9.999997165E+06
       237, 7.548766128E-03, 2.572314470E-03, 8.268138367E-04, 9.999997771E+06
       238, 7.477095579E-03, 2.773774066E-03, 8.268138376E-04, 9.999999009E+06
       239, 7.400044819E-03, 2.973247024E-03, 8.268138635E-04, 1.000000095E+07
       240, 7.317671717E-03, 3.170584449E-03, 8.268138219E-04, 1.000000359E+07
       241, 7.230040832E-03, 3.365631530E-03, 8.268138324E-04, 1.000000629E+07
       242, 7.187399231E-03, 3.456098901E-03, 8.268138166E-04, 1.000000783E+07
       243, 7.143302812E-03, 3.545858687E-03, 8.268137836E-04, 1.000000905E+07
       244, 7.098579652E-03, 3.635309216E-03, 8.268138170E-04, 1.000001008E+07
       245, 7.052095202E-03, 3.723857940E-03, 8.268138107E-04, 1.000001086E+07
       246, 7.005313559E-03, 3.812251522E-03, 8.268138314E-04, 1.000001138E+07
       247, 6.956473796E-03, 3.899524540E-03, 8.268138283E-04, 1.000001155E+07
       248, 6.907633976E-03, 3.986797660E-03, 8.268138324E-04, 1.000001137E+07
       249, 6.856699749E-03, 4.072410396E-03, 8.268138532E-04, 1.000001084E+07
       250, 6.805736591E-03, 4.158011544E-03, 8.268138276E-04, 1.000001004E+07
       251, 6.752854452E-03, 4.242436543E-03, 8.268138753E-04, 1.000000898E+07
       252, 6.699617880E-03, 4.326640662E-03, 8.268138251E-04, 1.000000772E+07
       253, 6.644811416E-03, 4.409837179E-03, 8.268138330E-04, 1.000000628E+07
       254, 6.589338139E-03, 4.492588087E-03, 8.268138364E-04, 1.000000477E+07
       255, 6.532637702E-03, 4.574504642E-03, 8.268138324E-04, 1.000000304E+07
       256, 6.407901700E-03, 4.748290718E-03, 8.268138252E-04, 1.000000029E+07
       257, 6.277939254E-03, 4.918210543E-03, 8.268138435E-04, 9.999997915E+06
       258, 6.143762318E-03, 5.084819997E-03, 8.268138406E-04, 9.999996365E+06
       259, 6.005170951E-03, 5.247760894E-03, 8.268137693E-04, 9.999995449E+06
       260, 5.862414440E-03, 5.407060383E-03, 8.268138090E-04, 9.999995019E+06
       261, 5.715342834E-03, 5.562407977E-03, 8.268139248E-04, 9.999994924E+06
       262, 5.563228885E-03, 5.712813543E-03, 8.268137745E-04, 9.999995171E+06
       263, 5.408291241E-03, 5.860286295E-03, 8.268138057E-04, 9.999995706E+06
       264, 5.249590726E-03, 6.003731479E-03, 8.268138513E-04, 9.999996405E+06
       265, 5.086035153E-03, 6.141614685E-03, 8.268137896E-04, 9.999997156E+06
       266, 4.919596196E-03, 6.275973837E-03, 8.268137862E-04, 9.999997812E+06
       267, 4.750212243E-03, 6.406631548E-03, 8.268138602E-04, 9.999998303E+06
       268, 4.575968999E-03, 6.530751246E-03, 8.268138324E-04, 9.999998596E+06
       269, 4.494549400E-03, 6.588449915E-03, 8.268138005E-04, 9.999998697E+06
       270, 4.411095815E-03, 6.643162282E-03, 8.268138359E-04, 9.999998780E+06
       271, 4.327650260E-03, 6.697869384E-03, 8.268137901E-04, 9.999998836E+06
       272, 4.244172277E-03, 6.752543463E-03, 8.268136782E-04, 9.999998855E+06
       273, 4.158703568E-03, 6.804059971E-03, 8.268138825E-04, 9.999998880E+06
       274, 4.073254130E-03, 6.855564863E-03, 8.268138400E-04, 9.999998895E+06
       275, 3.987802837E-03, 6.907076951E-03, 8.268138357E-04, 9.999998892E+06
       276, 7.975600474E-03, 1.159524004E-10, 1.033517295E-03, 1.000000159E+07
       277, 7.973731513E-03, 9.916270697E-05, 1.033517258E-03, 1.000000159E+07
       278, 7.971862956E-03, 1.983212645E-04, 1.033517261E-03, 1.000000154E+07
       279, 7.969993956E-03, 2.975033496E-04, 1.033517462E-03, 1.000000145E+07
       280, 7.964484807E-03, 3.965471432E-04, 1.033517290E-03, 1.000000135E+07
       281, 7.958863541E-03, 4.955717812E-04, 1.033517293E-03, 1.000000118E+07
       282, 7.953241414E-03, 5.946116032E-04, 1.033517246E-03, 1.000000096E+07
       283, 7.944174304E-03, 6.933965085E-04, 1.033517290E-03, 1.000000069E+07
       284, 7.923905874E-03, 9.063095440E-04, 1.033517187E-03, 1.000000003E+07
       285, 7.895516381E-03, 1.118295258E-03, 1.033517251E-03, 9.999999113E+06
       286, 7.862547481E-03, 1.329599921E-03, 1.033517274E-03, 9.999998031E+06
       287, 7.825092765E-03, 1.540155301E-03, 1.033517235E-03, 9.999996884E+06
       288, 7.780230794E-03, 1.749246794E-03, 1.033517375E-03, 9.999995920E+06
       289, 7.730172515E-03, 1.957130761E-03, 1.033517308E-03, 9.999995256E+06
       290, 7.676121962E-03, 2.164038148E-03, 1.033517162E-03, 9.999994977E+06
       291, 7.615227935E-03, 2.369046602E-03, 1.033517270E-03, 9.999995127E+06
       292, 7.548768744E-03, 2.572306662E-03, 1.033517294E-03, 9.999995752E+06
       293, 7.477098317E-03, 2.773766561E-03, 1.033517295E-03, 9.999997038E+06
       294, 7.400047848E-03, 2.973239361E-03, 1.033517321E-03, 9.999999062E+06
       295, 7.317675090E-03, 3.170576541E-03, 1.033517280E-03, 1.000000182E+07
       296, 7.230044451E-03, 3.365623637E-03, 1.033517290E-03, 1.000000465E+07
       297, 7.187402403E-03, 3.456092443E-03, 1.033517275E-03, 1.000000625E+07
       298, 7.143305213E-03, 3.545853800E-03, 1.033517243E-03, 1.000000751E+07
       299, 7.098581444E-03, 3.635305801E-03, 1.033517276E-03, 1.000000858E+07
       300, 7.052096307E-03, 3.723855836E-03, 1.033517269E-03, 1.000000936E+07
       301, 7.005314048E-03, 3.812250647E-03, 1.033517290E-03, 1.000000986E+07
       302, 6.956473636E-03, 3.899524827E-03, 1.033517286E-03, 1.000001002E+07
       303, 6.907633193E-03, 3.986799059E-03, 1.033517290E-03, 1.000000984E+07
       304, 6.856699187E-03, 4.072411340E-03, 1.033517312E-03, 1.000000932E+07
       305, 6.805736305E-03, 4.158012024E-03, 1.033517286E-03, 1.000000850E+07
       306, 6.752854396E-03, 4.242436632E-03, 1.033517333E-03, 1.000000739E+07
       307, 6.699618040E-03, 4.326640410E-03, 1.033517283E-03, 1.000000607E+07
       308, 6.644811838E-03, 4.409836549E-03, 1.033517291E-03, 1.000000454E+07
       309, 6.589338780E-03, 4.492587130E-03, 1.033517294E-03, 1.000000293E+07
       310, 6.532638524E-03, 4.574503484E-03, 1.033517290E-03, 1.000000110E+07
       311, 6.407837664E-03, 4.748241037E-03, 1.033517285E-03, 9.999998177E+06
       312, 6.277940557E-03, 4.918208901E-03, 1.033517301E-03, 9.999995658E+06
       313, 6.143763834E-03, 5.084818188E-03, 1.033517299E-03, 9.999994019E+06
       314, 6.005172225E-03, 5.247759453E-03, 1.033517232E-03, 9.999993052E+06
       315, 5.862415039E-03, 5.407059736E-03, 1.033517272E-03, 9.999992591E+06
       316, 5.715343145E-03, 5.562407653E-03, 1.033517385E-03, 9.999992471E+06
       317, 5.563228999E-03, 5.712813431E-03, 1.033517234E-03, 9.999992707E+06
       318, 5.408291075E-03, 5.860286445E-03, 1.033517265E-03, 9.999993261E+06
       319, 5.249590435E-03, 6.003731741E-03, 1.033517310E-03, 9.999994017E+06
       320, 5.086034798E-03, 6.141614982E-03, 1.033517248E-03, 9.999994849E+06
       321, 4.919595584E-03, 6.275974309E-03, 1.033517246E-03, 9.999995597E+06
       322, 4.750211197E-03, 6.406632355E-03, 1.033517319E-03, 9.999996181E+06
       323, 4.575967723E-03, 6.530752154E-03, 1.033517290E-03, 9.999996550E+06
